Symbol,Name,Market Cap,Country,Sector,Industry
TRP,TC Energy Corporation Common Stock,50740410000.0,Canada,Utilities,Natural Gas Distribution
O,Realty Income Corporation Common Stock,50665967685.0,United States,Real Estate,Real Estate Investment Trusts
LNG,Cheniere Energy Inc. Common Stock,50260018435.0,United States,Utilities,Oil/Gas Transmission
MPC,Marathon Petroleum Corporation Common Stock,50184884855.0,United States,Energy,Integrated oil Companies
SU,Suncor Energy  Inc. Common Stock,50140887206.0,Canada,Energy,Integrated oil Companies
WCN,Waste Connections Inc. Common Shares,49664462420.0,Canada,Utilities,Environmental Services
D,Dominion Energy Inc. Common Stock,49350565528.0,United States,Utilities,Electric Utilities: Central
AXON,Axon Enterprise Inc. Common Stock,49333789881.0,United States,Industrials,Ordnance And Accessories
FLUT,Flutter Entertainment plc Ordinary Shares,49136422458.0,,Technology,Computer Software: Programming Data Processing
BCS,Barclays PLC Common Stock,49070797825.0,United Kingdom,Finance,Commercial Banks
COR,Cencora Inc. Common Stock,48619619217.0,United States,Health Care,Other Pharmaceuticals
HWM,Howmet Aerospace Inc. Common Stock,48093135629.0,United States,Industrials,Metal Fabrications
ODFL,Old Dominion Freight Line Inc. Common Stock,48066835255.0,United States,Industrials,Trucking Freight/Courier Services
AIG,American International Group Inc. New Common Stock,47955389550.0,United States,Finance,Life Insurance
VRT,Vertiv Holdings LLC Class A Common Stock,47892872579.0,United States,Technology,Industrial Machinery/Components
FAST,Fastenal Company Common Stock,47870395522.0,United States,Consumer Discretionary,RETAIL: Building Materials
MSCI,MSCI Inc. Common Stock,47777491961.0,United States,Consumer Discretionary,Business Services
NEM,Newmont Corporation,47746613089.0,United States,Basic Materials,Precious Metals
NDAQ,Nasdaq Inc. Common Stock,47699133556.0,United States,Finance,Investment Bankers/Brokers/Service
E,ENI S.p.A. Common Stock,47566964926.0,Italy,Energy,Oil & Gas Production
OXY,Occidental Petroleum Corporation Common Stock,47461391064.0,United States,Energy,Oil & Gas Production
LEN,Lennar Corporation Class A Common Stock,47302388868.0,United States,Consumer Discretionary,Homebuilding
PEG,Public Service Enterprise Group Incorporated Common Stock,46982657200.0,United States,Utilities,Power Generation
LHX,L3Harris Technologies Inc. Common Stock,46705834635.0,United States,Industrials,Industrial Machinery/Components
KMB,Kimberly-Clark Corporation Common Stock,46471177252.0,United States,Consumer Discretionary,Containers/Packaging
AMX,America Movil S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares,46306675000.0,Mexico,Telecommunications,Telecommunications Equipment
CCI,Crown Castle Inc. Common Stock,46176059600.0,United States,Real Estate,Real Estate Investment Trusts
KVUE,Kenvue Inc. Common Stock,46167559107.0,United States,Consumer Discretionary,Specialty Chemicals
PRU,Prudential Financial Inc. Common Stock,46069960000.0,United States,Finance,Life Insurance
FIS,Fidelity National Information Services Inc. Common Stock,45921626396.0,United States,Consumer Discretionary,Business Services
DFS,Discover Financial Services Common Stock,45802981042.0,United States,Finance,Finance: Consumer Services
CPNG,Coupang Inc. Class A Common Stock,45619076768.0,United States,Consumer Discretionary,Catalog/Specialty Distribution
HES,Hess Corporation Common Stock,45348842710.0,United States,Energy,Integrated oil Companies
TEL,TE Connectivity plc Ordinary Shares,45209381690.0,Ireland,Technology,Electronic Components
AME,AMETEK Inc.,44961586838.0,United States,Industrials,Industrial Machinery/Components
TRGP,Targa Resources Inc. Common Stock,44550353233.0,United States,Utilities,Natural Gas Distribution
ALC,Alcon Inc. Ordinary Shares,44398345000.0,Switzerland,Health Care,Ophthalmic Goods
KDP,Keurig Dr Pepper Inc. Common Stock,44288211640.0,United States,Consumer Staples,Beverages (Production/Distribution)
F,Ford Motor Company Common Stock,44233832040.0,United States,Consumer Discretionary,Auto Manufacturing
KR,Kroger Company (The) Common Stock,44190541860.0,United States,Consumer Staples,Food Chains
HLN,Haleon plc American Depositary Shares (Each representing two Ordinary Shares),44116675166.0,United Kingdom,Consumer Discretionary,Package Goods/Cosmetics
VLO,Valero Energy Corporation Common Stock,44030673510.0,United States,Energy,Integrated oil Companies
STZ,Constellation Brands Inc. Common Stock,43747347756.0,United States,Consumer Staples,Beverages (Production/Distribution)
BKR,Baker Hughes Company Class A Common Stock,43489659306.0,United States,Industrials,Metal Fabrications
FERG,Ferguson Enterprises Inc. Common Stock,43488098378.0,United Kingdom,Miscellaneous,Miscellaneous
NWG,NatWest Group plc American Depositary Shares (each representing two (2) Ordinary Shares),42937655703.0,United Kingdom,Finance,Commercial Banks
EA,Electronic Arts Inc. Common Stock,42926192613.0,United States,Technology,Computer Software: Prepackaged Software
CBRE,CBRE Group Inc Common Stock Class A,42839457580.0,United States,Finance,Real Estate
CTVA,Corteva Inc. Common Stock ,42777116320.0,United States,Consumer Staples,Farming/Seeds/Milling
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),42739926759.0,Japan,Health Care,Biotechnology: Pharmaceutical Preparations
AEM,Agnico Eagle Mines Limited Common Stock,42200400433.0,Canada,Basic Materials,Precious Metals
VALE,VALE S.A.  American Depositary Shares Each Representing one common share,42102200000.0,Brazil,Basic Materials,Metal Mining
EW,Edwards Lifesciences Corporation Common Stock,42082230000.0,United States,Health Care,Industrial Specialties
IR,Ingersoll Rand Inc. Common Stock,41981804208.0,United States,Industrials,Industrial Machinery/Components
TCOM,Trip.com Group Limited American Depositary Shares,41808621896.0,China,Consumer Discretionary,Business Services
HMC,Honda Motor Company Ltd. Common Stock,41689567013.0,Japan,Consumer Discretionary,Auto Manufacturing
GLW,Corning Incorporated Common Stock,41671680252.0,United States,Industrials,Telecommunications Equipment
XEL,Xcel Energy Inc. Common Stock,41666981017.0,United States,Utilities,Power Generation
VRSK,Verisk Analytics Inc. Common Stock,41545580629.0,United States,Technology,EDP Services
DAL,Delta Air Lines Inc. Common Stock,41181847524.0,United States,Consumer Discretionary,Air Freight/Delivery Services
OTIS,Otis Worldwide Corporation Common Stock ,41136444762.0,United States,Technology,Consumer Electronics/Appliances
LULU,lululemon athletica inc. Common Stock,41010000072.0,Canada,Consumer Discretionary,Apparel
GRMN,Garmin Ltd. Common Stock (Switzerland),40824508409.0,Switzerland,Industrials,Industrial Machinery/Components
IT,Gartner Inc. Common Stock,39950157640.0,United States,Consumer Discretionary,Other Consumer Services
CTSH,Cognizant Technology Solutions Corporation Class A Common Stock,39908894687.0,United States,Technology,EDP Services
STLA,Stellantis N.V. Common Shares,39904907315.0,United Kingdom,Consumer Discretionary,Auto Manufacturing
EXC,Exelon Corporation Common Stock,39751219392.0,United States,Utilities,Power Generation
A,Agilent Technologies Inc. Common Stock,39642598768.0,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
IMO,Imperial Oil Limited Common Stock,39609056478.0,Canada,Energy,Integrated oil Companies
YUM,Yum! Brands Inc.,38774243395.0,United States,Consumer Discretionary,Restaurants
KHC,The Kraft Heinz Company Common Stock,38657321361.0,United States,Consumer Staples,Packaged Foods
LVS,Las Vegas Sands Corp. Common Stock,38469889005.0,United States,Consumer Discretionary,Hotels/Resorts
HBANL,Huntington Bancshares Incorporated Depositary Shares Each Representing a 1/40th Interest in a Share of 6.875% Series J Non-Cumulative Perpetual Preferred Stock,38455917546.0,United States,Finance,Major Banks
VMC,Vulcan Materials Company (Holding Company) Common Stock,38050810556.0,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
GEHC,GE HealthCare Technologies Inc. Common Stock ,38020969312.0,United States,Health Care,Medical Electronics
ACGL,Arch Capital Group Ltd. Common Stock,37895082053.0,Bermuda,Finance,Property-Casualty Insurers
HEI,Heico Corporation Common Stock,37888502729.0,United States,Industrials,Aerospace
SYY,Sysco Corporation Common Stock,37878444571.0,United States,Consumer Discretionary,Food Distributors
HUBS,HubSpot Inc. Common Stock,37223173706.0,United States,Technology,Computer Software: Prepackaged Software
VEEV,Veeva Systems Inc. Class A Common Stock,36896618609.0,United States,Technology,Computer Software: Prepackaged Software
GIS,General Mills Inc. Common Stock,36784828581.0,United States,Consumer Staples,Packaged Foods
TPL,Texas Pacific Land Corporation Common Stock,36761930142.0,United States,Energy,Oil & Gas Production
ONON,On Holding AG Class A Ordinary Shares,36727646482.0,,Consumer Discretionary,Shoe Manufacturing
MLM,Martin Marietta Materials Inc. Common Stock,36670834200.0,United States,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MCHP,Microchip Technology Incorporated Common Stock,36607987652.0,United States,Technology,Semiconductors
RMD,ResMed Inc. Common Stock,36555076669.0,United States,Health Care,Medical/Dental Instruments
WIT,Wipro Limited Common Stock,36523716340.0,India,Technology,EDP Services
MTB,M&T Bank Corporation Common Stock,36500995548.0,United States,Finance,Major Banks
ARGX,argenx SE American Depositary Shares,36496361576.0,Netherlands,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
IQV,IQVIA Holdings Inc. Common Stock,36452460000.0,United States,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NUE,Nucor Corporation Common Stock,36323209976.0,United States,Industrials,Steel/Iron Ore
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,36292244082.0,United States,Real Estate,Real Estate Investment Trusts
EXR,Extra Space Storage Inc Common Stock,36240710956.0,United States,Real Estate,Real Estate Investment Trusts
CCEP,Coca-Cola Europacific Partners plc Ordinary Shares,35759231326.0,United Kingdom,Consumer Staples,Beverages (Production/Distribution)
HIG,Hartford Financial Services Group Inc. (The) Common Stock,35746458593.0,United States,Finance,Property-Casualty Insurers
HUM,Humana Inc. Common Stock,35687513838.0,United States,Health Care,Medical Specialities
HSY,The Hershey Company Common Stock,35640742470.0,United States,Consumer Staples,Specialty Foods
SLF,Sun Life Financial Inc. Common Stock,35476282921.0,Canada,Finance,Life Insurance
OWL,Blue Owl Capital Inc. Class A Common Stock,35441236387.0,United States,Finance,Investment Managers
DD,DuPont de Nemours Inc. Common Stock,34936892805.0,United States,Industrials,Major Chemicals
HBANM,Huntington Bancshares Incorporated Depositary Shares each representing a 1/1000th interest in a share of Huntington Series I Preferred Stock,34867473408.0,United States,Finance,Major Banks
ED,Consolidated Edison Inc. Common Stock,34845602192.0,United States,Utilities,Power Generation
DB,Deutsche Bank AG Common Stock,34700400000.0,Germany,Finance,Major Banks
RJF,Raymond James Financial Inc. Common Stock,34540709838.0,United States,Finance,Investment Bankers/Brokers/Service
IDXX,IDEXX Laboratories Inc. Common Stock,34534857042.0,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,34484496367.0,United States,Industrials,Railroads
VICI,VICI Properties Inc. Common Stock,34376618868.0,United States,Real Estate,Real Estate Investment Trusts
NET,Cloudflare Inc. Class A Common Stock,34261048634.0,United States,Technology,Computer Software: Prepackaged Software
HPQ,HP Inc. Common Stock,34144521619.0,United States,Technology,Computer Manufacturing
CCL,Carnival Corporation Common Stock,34123173304.0,United States,Consumer Discretionary,Marine Transportation
EIX,Edison International Common Stock,33972436105.0,United States,Utilities,Electric Utilities: Central
ETR,Entergy Corporation Common Stock,33484099546.0,United States,Utilities,Electric Utilities: Central
AVB,AvalonBay Communities Inc. Common Stock,33475532787.0,United States,Real Estate,Real Estate Investment Trusts
ABEV,Ambev S.A. American Depositary Shares (Each representing 1 Common Share),33398126562.0,Brazil,Consumer Staples,Beverages (Production/Distribution)
CSGP,CoStar Group Inc. Common Stock,33346107113.0,United States,Consumer Discretionary,Business Services
ROK,Rockwell Automation Inc. Common Stock,33320364208.0,United States,Industrials,Industrial Machinery/Components
HOOD,Robinhood Markets Inc. Class A Common Stock,33184447365.0,United States,Finance,Investment Bankers/Brokers/Service
TTWO,Take-Two Interactive Software Inc. Common Stock,33084687917.0,United States,Technology,Computer Software: Prepackaged Software
RBLX,Roblox Corporation Class A Common Stock,32896522755.0,United States,Technology,Computer Software: Prepackaged Software
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,32641200665.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
WTW,Willis Towers Watson Public Limited Company Ordinary Shares,32433601984.0,United Kingdom,Finance,Specialty Insurers
EFX,Equifax Inc. Common Stock,32420889043.0,United States,Finance,Finance: Consumer Services
BRO,Brown & Brown Inc. Common Stock,32341893909.0,United States,Finance,Specialty Insurers
FITB,Fifth Third Bancorp Common Stock,32226311575.0,United States,Finance,Major Banks
LYV,Live Nation Entertainment Inc. Common Stock,32122896951.0,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
FCNCA,First Citizens BancShares Inc. Class A Common Stock,32105891025.0,United States,Finance,Major Banks
TW,Tradeweb Markets Inc. Class A Common Stock,32009940602.0,United States,Finance,Investment Bankers/Brokers/Service
WEC,WEC Energy Group Inc. Common Stock,31967616768.0,United States,Utilities,Power Generation
UAL,United Airlines Holdings Inc. Common Stock,31845053397.0,United States,Consumer Discretionary,Air Freight/Delivery Services
